age,marital,education,default,housing,loan,contact,duration,campaign,previous,poutcome,subscription
32,married,tertiary,no,yes,no,cellular,883,1,4,failure,0
30,single,tertiary,no,yes,no,unknown,197,1,0,unknown,0
40,married,primary,no,yes,no,cellular,271,2,0,unknown,0
30,married,primary,no,no,no,unknown,221,2,0,unknown,0
27,married,secondary,no,no,yes,cellular,243,3,0,unknown,0
41,married,primary,no,yes,no,unknown,72,1,0,unknown,0
54,married,secondary,no,yes,no,cellular,155,2,0,unknown,0
32,single,tertiary,no,yes,no,telephone,70,2,0,unknown,0
31,married,tertiary,no,yes,no,cellular,280,4,0,unknown,1
42,married,secondary,no,yes,no,unknown,115,2,0,unknown,0
48,married,primary,no,no,no,unknown,29,2,0,unknown,0
34,married,primary,no,yes,no,cellular,406,2,0,unknown,0
55,divorced,secondary,no,yes,yes,cellular,113,3,0,unknown,0
49,married,secondary,no,no,no,telephone,47,2,0,unknown,0
46,divorced,tertiary,no,no,no,unknown,36,2,0,unknown,0
47,married,unknown,no,yes,no,unknown,135,2,0,unknown,0
24,single,tertiary,no,no,no,cellular,67,2,0,unknown,0
58,married,secondary,no,no,no,unknown,684,1,0,unknown,0
32,single,tertiary,no,no,no,cellular,686,5,0,unknown,1
25,single,secondary,no,yes,no,cellular,170,3,0,unknown,0
49,married,secondary,no,no,no,unknown,150,3,0,unknown,0
59,divorced,secondary,no,no,no,cellular,1060,2,0,unknown,1
30,single,tertiary,no,yes,no,unknown,122,16,0,unknown,0
46,married,secondary,no,yes,no,unknown,724,1,0,unknown,0
42,married,unknown,no,no,no,cellular,230,1,1,success,1
37,married,tertiary,no,no,no,unknown,187,2,0,unknown,0
44,married,primary,no,yes,yes,unknown,179,4,0,unknown,0
49,married,secondary,no,no,yes,cellular,357,3,0,unknown,0
41,married,secondary,no,no,no,unknown,82,1,0,unknown,0
48,married,tertiary,no,no,no,telephone,176,15,0,unknown,0
31,married,secondary,no,yes,no,cellular,424,1,1,failure,0
37,married,unknown,no,no,no,unknown,115,1,0,unknown,0
51,married,secondary,no,yes,no,cellular,177,2,3,failure,0
80,married,secondary,no,no,no,telephone,712,1,12,failure,1
32,single,tertiary,no,yes,no,unknown,118,1,0,unknown,0
48,married,primary,yes,yes,no,unknown,25,7,0,unknown,0
49,married,tertiary,no,no,no,unknown,753,1,0,unknown,0
30,married,tertiary,no,yes,no,cellular,124,1,0,unknown,0
27,single,secondary,no,yes,no,cellular,208,2,0,unknown,0
34,married,secondary,no,no,no,cellular,136,4,0,unknown,0
49,married,secondary,no,yes,no,cellular,1081,2,0,unknown,1
48,married,tertiary,no,no,no,telephone,376,2,7,failure,0
40,married,secondary,no,no,no,cellular,78,1,0,unknown,0
38,married,secondary,no,yes,no,cellular,354,1,0,unknown,0
46,married,primary,no,yes,no,cellular,29,1,2,failure,0
41,married,tertiary,no,yes,no,cellular,209,1,4,failure,0
28,single,tertiary,no,yes,no,cellular,433,1,0,unknown,0
51,married,unknown,no,yes,no,unknown,147,2,0,unknown,0
33,divorced,primary,no,yes,no,telephone,41,2,5,failure,0
26,single,tertiary,no,no,no,unknown,111,1,0,unknown,0
34,single,secondary,no,no,no,cellular,108,2,0,unknown,0
27,married,secondary,yes,yes,no,cellular,411,2,0,unknown,0
42,married,secondary,no,no,no,cellular,108,2,0,unknown,0
45,married,secondary,no,yes,no,cellular,224,2,0,unknown,1
31,single,secondary,no,yes,no,unknown,1083,2,0,unknown,0
32,single,tertiary,no,no,no,unknown,757,2,0,unknown,1
39,married,primary,no,no,no,unknown,57,1,0,unknown,0
26,single,secondary,no,yes,yes,cellular,95,5,0,unknown,0
40,single,tertiary,no,no,no,cellular,144,2,1,failure,0
52,married,secondary,no,no,no,cellular,135,1,0,unknown,0
40,single,tertiary,no,no,no,cellular,176,2,0,unknown,0
48,married,secondary,no,no,yes,cellular,524,5,0,unknown,0
31,married,secondary,no,yes,no,unknown,65,1,0,unknown,0
27,married,secondary,no,yes,yes,cellular,653,1,2,success,1
47,married,secondary,no,yes,no,unknown,91,1,2,other,1
28,single,secondary,no,no,no,cellular,93,1,0,unknown,1
40,divorced,tertiary,no,yes,no,cellular,503,2,2,failure,0
34,married,secondary,no,yes,no,cellular,186,1,2,failure,0
29,married,tertiary,no,yes,no,unknown,121,2,0,unknown,0
36,married,tertiary,no,no,yes,cellular,452,2,0,unknown,0
83,married,primary,no,no,no,telephone,883,1,1,failure,1
55,divorced,primary,no,yes,no,unknown,104,2,0,unknown,0
43,divorced,tertiary,no,no,no,cellular,24,3,0,unknown,0
23,single,secondary,no,no,no,telephone,79,9,0,unknown,0
44,married,tertiary,no,no,no,cellular,178,2,0,unknown,0
58,married,primary,no,yes,no,cellular,74,2,0,unknown,0
29,single,secondary,no,no,no,cellular,217,1,7,other,0
30,single,tertiary,no,no,yes,cellular,475,1,0,unknown,0
29,single,secondary,no,yes,no,cellular,127,1,0,unknown,0
41,married,secondary,no,no,no,cellular,101,1,0,unknown,0
35,married,primary,no,yes,no,cellular,340,3,0,unknown,0
31,single,secondary,no,yes,no,cellular,158,4,0,unknown,0
27,single,tertiary,no,no,no,cellular,242,1,0,unknown,0
47,married,secondary,no,yes,no,unknown,323,1,0,unknown,0
53,married,tertiary,no,yes,yes,unknown,18,30,0,unknown,0
34,married,tertiary,no,yes,no,cellular,68,3,0,unknown,0
34,married,primary,no,yes,yes,cellular,134,4,0,unknown,0
36,married,tertiary,no,yes,no,cellular,113,3,0,unknown,0
40,married,secondary,no,yes,no,cellular,43,4,0,unknown,0
37,single,tertiary,no,no,no,unknown,200,2,0,unknown,0
65,divorced,unknown,no,no,no,cellular,245,2,0,unknown,0
53,divorced,secondary,no,yes,no,unknown,343,4,0,unknown,0
28,single,secondary,no,no,no,cellular,229,1,0,unknown,0
33,divorced,tertiary,no,yes,no,unknown,530,1,0,unknown,0
56,married,primary,no,no,no,cellular,58,5,0,unknown,0
45,married,secondary,no,no,no,cellular,78,2,1,success,0
39,married,secondary,no,no,no,unknown,147,1,0,unknown,0
28,single,tertiary,no,yes,no,cellular,40,1,0,unknown,0
36,married,primary,no,yes,no,cellular,618,2,0,unknown,0
41,married,primary,no,yes,no,cellular,23,4,0,unknown,0
46,married,secondary,no,no,no,cellular,293,1,4,other,1
41,married,secondary,no,yes,no,cellular,16,6,5,other,0
59,married,secondary,no,no,no,cellular,286,2,0,unknown,0
24,married,secondary,no,yes,no,cellular,209,1,1,failure,0
34,married,tertiary,no,yes,no,unknown,935,1,0,unknown,0
40,married,primary,no,yes,no,unknown,260,1,0,unknown,0
42,married,secondary,no,yes,no,unknown,298,4,0,unknown,0
50,married,secondary,no,yes,no,cellular,397,2,1,failure,0
25,single,tertiary,no,yes,no,cellular,113,4,1,failure,0
51,divorced,secondary,no,yes,no,telephone,76,1,0,unknown,0
50,married,tertiary,no,no,yes,cellular,141,1,0,unknown,0
37,married,unknown,no,yes,no,unknown,773,2,0,unknown,0
21,single,secondary,no,no,no,telephone,329,1,1,other,0
52,married,secondary,no,yes,no,unknown,423,1,0,unknown,0
55,married,primary,no,no,no,cellular,67,4,0,unknown,0
26,single,secondary,no,yes,yes,unknown,626,1,0,unknown,0
38,married,tertiary,no,no,no,cellular,578,2,0,unknown,1
32,married,secondary,no,yes,no,unknown,61,1,0,unknown,0
31,married,secondary,no,yes,no,unknown,248,4,0,unknown,0
34,single,secondary,no,no,yes,cellular,136,1,3,failure,0
33,single,tertiary,no,no,no,cellular,126,3,0,unknown,0
35,married,secondary,no,no,no,telephone,653,3,0,unknown,0
44,married,unknown,no,yes,no,telephone,7,7,0,unknown,0
48,divorced,tertiary,no,yes,no,cellular,528,1,0,unknown,0
29,married,secondary,no,yes,no,cellular,785,1,0,unknown,0
50,married,tertiary,no,no,no,cellular,243,5,0,unknown,0
37,married,primary,no,yes,no,cellular,24,2,1,other,0
44,single,secondary,no,no,no,unknown,82,1,0,unknown,0
36,single,tertiary,no,yes,no,unknown,952,3,0,unknown,0
49,divorced,unknown,no,yes,no,cellular,27,5,0,unknown,0
31,married,secondary,no,yes,no,unknown,143,1,0,unknown,0
49,divorced,secondary,no,yes,no,unknown,274,6,0,unknown,0
35,single,secondary,no,yes,no,cellular,1174,1,4,other,1
57,divorced,unknown,no,no,no,cellular,915,1,0,unknown,0
42,married,primary,no,yes,no,cellular,115,1,0,unknown,0
36,divorced,secondary,no,yes,no,unknown,222,2,0,unknown,0
75,divorced,primary,no,no,no,cellular,341,1,0,unknown,0
38,single,secondary,no,yes,no,unknown,112,2,0,unknown,0
40,married,primary,yes,yes,no,unknown,64,2,0,unknown,0
38,single,secondary,no,yes,no,cellular,937,3,0,unknown,1
34,single,tertiary,no,yes,no,cellular,129,1,0,unknown,0
29,single,tertiary,no,yes,no,cellular,59,1,0,unknown,0
28,married,secondary,no,yes,no,cellular,79,1,2,success,0
79,married,secondary,no,no,no,telephone,151,5,0,unknown,0
51,divorced,secondary,no,yes,no,unknown,83,1,0,unknown,0
32,single,tertiary,no,no,no,cellular,101,5,6,other,0
36,married,tertiary,no,no,no,cellular,157,3,2,success,1
38,married,secondary,no,no,yes,cellular,57,11,1,other,0
49,married,secondary,no,yes,yes,unknown,176,3,0,unknown,0
42,married,secondary,no,yes,no,cellular,222,3,0,unknown,0
43,married,primary,no,yes,no,unknown,217,4,0,unknown,0
34,married,secondary,no,yes,no,unknown,252,1,0,unknown,0
59,single,secondary,no,yes,no,unknown,1063,5,0,unknown,1
35,married,primary,no,no,no,cellular,41,2,0,unknown,0
33,single,secondary,no,yes,no,unknown,27,25,0,unknown,0
34,single,secondary,no,yes,no,cellular,758,2,0,unknown,0
64,married,secondary,no,no,no,telephone,301,3,0,unknown,1
34,married,tertiary,no,yes,no,cellular,574,1,0,unknown,0
77,married,tertiary,no,no,no,cellular,847,1,1,success,1
57,married,primary,no,no,yes,telephone,78,5,0,unknown,0
30,married,secondary,no,yes,yes,unknown,514,1,0,unknown,0
56,divorced,primary,yes,no,no,unknown,1558,1,0,unknown,1
49,married,unknown,no,no,no,cellular,789,2,0,unknown,0
73,married,primary,no,no,no,cellular,146,3,3,success,0
39,single,secondary,no,yes,no,cellular,272,2,0,unknown,0
57,divorced,primary,no,yes,no,cellular,323,2,2,failure,0
32,married,secondary,no,yes,no,cellular,712,2,0,unknown,0
32,single,tertiary,no,yes,no,unknown,860,2,0,unknown,1
45,married,secondary,no,yes,no,cellular,75,9,0,unknown,0
32,married,secondary,no,yes,no,unknown,191,4,0,unknown,0
31,married,tertiary,no,yes,yes,cellular,1441,2,0,unknown,1
49,married,secondary,no,no,no,cellular,428,2,0,unknown,0
29,married,secondary,no,no,no,cellular,322,3,0,unknown,0
55,married,secondary,no,yes,no,cellular,104,1,0,unknown,0
30,married,secondary,no,yes,no,cellular,127,1,0,unknown,0
45,single,primary,no,yes,no,unknown,1259,6,0,unknown,1
39,married,tertiary,no,no,no,cellular,114,2,0,unknown,0
36,married,secondary,no,yes,yes,unknown,106,1,0,unknown,0
33,married,tertiary,no,no,no,cellular,305,1,3,failure,0
36,married,tertiary,no,yes,no,cellular,307,1,0,unknown,1
31,single,secondary,no,no,no,cellular,1504,2,0,unknown,0
36,married,unknown,no,no,no,cellular,396,3,0,unknown,0
38,single,tertiary,no,yes,no,cellular,71,1,0,unknown,0
33,married,secondary,no,no,no,cellular,205,3,0,unknown,0
40,married,secondary,no,yes,no,unknown,134,2,0,unknown,0
31,married,secondary,no,no,yes,cellular,166,2,0,unknown,1
39,married,secondary,no,yes,no,cellular,81,5,0,unknown,0
33,married,tertiary,no,no,yes,cellular,77,2,0,unknown,0
53,divorced,secondary,no,no,no,cellular,80,2,0,unknown,1
38,married,tertiary,no,yes,no,cellular,537,5,2,failure,0
59,married,secondary,no,no,no,cellular,415,1,1,success,1
55,married,primary,no,no,no,cellular,291,1,0,unknown,0
38,single,tertiary,no,yes,no,cellular,283,1,12,other,0
48,married,secondary,no,yes,no,telephone,70,4,0,unknown,0
53,married,secondary,no,yes,no,unknown,611,2,0,unknown,0
44,divorced,secondary,no,no,no,cellular,132,3,0,unknown,0
57,married,tertiary,no,no,no,unknown,26,1,0,unknown,0
29,single,secondary,no,yes,no,cellular,262,3,0,unknown,0
31,married,secondary,no,yes,no,unknown,272,1,0,unknown,0
35,single,tertiary,no,yes,no,cellular,137,1,3,failure,0
31,married,primary,no,no,no,cellular,95,1,0,unknown,0
35,married,tertiary,no,no,no,cellular,140,2,0,unknown,0
40,single,secondary,no,yes,no,unknown,71,11,0,unknown,0
39,married,secondary,no,yes,no,cellular,502,1,2,failure,0
43,single,tertiary,no,yes,no,unknown,164,7,0,unknown,0
44,married,primary,no,yes,yes,unknown,219,1,0,unknown,0
29,single,secondary,no,no,no,cellular,328,2,4,success,1
40,married,secondary,no,yes,no,unknown,224,2,0,unknown,0
33,married,primary,no,yes,no,cellular,63,2,0,unknown,0
46,married,tertiary,no,no,no,cellular,24,13,0,unknown,0
27,single,tertiary,no,no,no,telephone,147,4,0,unknown,0
26,single,secondary,no,no,no,cellular,84,3,0,unknown,0
41,married,secondary,no,yes,no,cellular,175,1,0,unknown,0
34,married,tertiary,no,yes,no,cellular,12,21,0,unknown,0
39,single,tertiary,no,no,yes,cellular,40,15,0,unknown,0
27,single,secondary,no,no,no,cellular,217,1,0,unknown,0
31,married,secondary,no,yes,yes,cellular,235,11,0,unknown,0
44,single,secondary,no,no,no,cellular,255,1,0,unknown,0
55,married,tertiary,no,no,yes,cellular,256,1,0,unknown,0
51,divorced,primary,no,no,no,telephone,41,2,0,unknown,0
50,married,tertiary,no,no,yes,unknown,75,1,0,unknown,0
30,married,secondary,no,yes,no,cellular,192,4,0,unknown,0
46,married,secondary,no,no,no,unknown,796,1,0,unknown,1
49,married,secondary,no,no,no,cellular,220,3,0,unknown,0
56,married,secondary,no,yes,yes,cellular,614,2,0,unknown,0
47,divorced,secondary,no,no,no,cellular,1126,4,0,unknown,1
30,married,secondary,no,no,no,telephone,161,2,0,unknown,0
36,single,secondary,no,no,no,cellular,141,3,0,unknown,0
40,married,tertiary,no,no,yes,telephone,697,1,0,unknown,0
37,single,secondary,yes,no,no,unknown,223,2,0,unknown,0
42,divorced,secondary,no,no,no,cellular,931,1,0,unknown,1
45,married,secondary,no,yes,no,cellular,483,1,1,failure,0
34,single,secondary,no,no,no,cellular,63,2,0,unknown,0
27,single,secondary,no,no,no,cellular,271,5,0,unknown,0
30,married,secondary,no,yes,no,cellular,144,5,0,unknown,0
32,married,secondary,no,yes,yes,cellular,79,3,0,unknown,0
46,married,primary,no,yes,no,telephone,171,1,0,unknown,0
29,married,tertiary,no,yes,no,cellular,73,4,0,unknown,0
53,married,unknown,no,no,no,telephone,69,1,0,unknown,0
32,married,secondary,no,no,no,cellular,60,1,4,failure,0
49,married,secondary,no,yes,no,unknown,257,1,0,unknown,0
35,married,tertiary,no,no,no,cellular,198,2,1,other,0
38,married,secondary,no,yes,no,cellular,217,3,1,failure,0
39,married,primary,no,yes,yes,cellular,134,1,0,unknown,0
34,single,secondary,no,yes,no,cellular,41,1,0,unknown,0
42,married,primary,no,yes,yes,cellular,611,2,12,other,0
35,single,unknown,no,yes,no,unknown,216,3,0,unknown,0
60,married,secondary,no,no,no,cellular,388,8,0,unknown,0
57,divorced,secondary,no,yes,no,unknown,242,1,0,unknown,0
31,single,secondary,no,no,no,cellular,387,1,0,unknown,0
29,single,secondary,no,no,no,cellular,90,1,0,unknown,0
41,married,secondary,no,yes,no,telephone,281,2,0,unknown,0
46,married,primary,no,yes,no,cellular,332,1,0,unknown,0
33,married,secondary,no,no,no,cellular,218,1,0,unknown,1
32,single,secondary,no,yes,no,unknown,650,2,0,unknown,0
54,divorced,tertiary,no,yes,yes,telephone,1034,1,0,unknown,1
37,married,secondary,no,yes,no,cellular,182,2,2,failure,0
32,single,secondary,no,no,no,cellular,156,1,0,unknown,0
43,married,tertiary,no,yes,no,cellular,171,3,0,unknown,0
50,divorced,secondary,no,yes,no,telephone,265,1,4,other,0
34,married,secondary,no,yes,no,cellular,10,3,0,unknown,0
31,divorced,secondary,no,no,no,cellular,350,1,0,unknown,0
43,married,secondary,no,yes,no,cellular,65,1,1,failure,0
49,married,secondary,no,no,no,cellular,58,1,0,unknown,0
22,single,unknown,no,no,no,cellular,69,3,0,unknown,0
35,married,tertiary,no,no,yes,cellular,127,2,0,unknown,0
56,married,secondary,no,yes,no,telephone,154,2,0,unknown,0
53,married,secondary,no,no,no,telephone,36,4,0,unknown,0
54,married,tertiary,no,no,yes,cellular,85,7,3,failure,0
32,single,unknown,no,yes,no,cellular,362,1,13,failure,0
41,married,secondary,no,yes,no,cellular,49,1,0,unknown,0
40,married,secondary,no,yes,no,cellular,410,1,0,unknown,0
33,married,primary,no,yes,yes,cellular,253,3,0,unknown,0
33,single,tertiary,no,no,no,cellular,570,1,0,unknown,0
34,married,secondary,no,yes,no,cellular,633,7,0,unknown,0
36,married,secondary,no,yes,no,unknown,82,4,0,unknown,0
34,married,tertiary,no,yes,yes,cellular,164,1,0,unknown,0
55,married,primary,no,no,yes,unknown,175,3,0,unknown,0
28,single,tertiary,no,no,no,cellular,659,4,0,unknown,1
29,single,secondary,no,yes,no,cellular,139,2,0,unknown,0
31,single,secondary,no,yes,no,unknown,43,11,0,unknown,0
52,married,tertiary,no,yes,no,cellular,343,5,0,unknown,0
54,married,unknown,no,no,yes,cellular,74,1,1,success,0
43,married,primary,no,yes,no,unknown,302,8,0,unknown,0
55,married,secondary,no,no,no,cellular,455,13,0,unknown,0
28,divorced,unknown,no,yes,no,unknown,126,4,0,unknown,0
45,divorced,secondary,no,yes,yes,cellular,107,1,0,unknown,0
45,married,primary,no,yes,no,unknown,120,1,0,unknown,0
51,married,tertiary,no,yes,no,cellular,727,4,0,unknown,0
42,single,secondary,no,yes,no,unknown,275,4,0,unknown,0
43,single,unknown,no,no,no,telephone,41,1,0,unknown,0
34,married,tertiary,no,no,no,cellular,61,4,0,unknown,0
36,married,primary,no,yes,no,cellular,232,2,5,other,0
37,married,secondary,no,yes,no,cellular,214,1,0,unknown,0
50,married,secondary,no,yes,no,telephone,21,1,0,unknown,0
42,divorced,unknown,no,no,no,cellular,138,2,0,unknown,1
34,single,primary,no,yes,no,cellular,173,1,2,other,0
48,married,secondary,no,yes,no,cellular,635,1,0,unknown,0
47,married,secondary,no,yes,yes,cellular,77,2,0,unknown,0
40,married,tertiary,no,yes,no,unknown,73,1,0,unknown,0
37,married,tertiary,no,no,no,cellular,540,2,3,failure,0
38,married,primary,no,yes,no,unknown,179,2,0,unknown,0
29,single,tertiary,no,yes,no,cellular,119,1,0,unknown,0
46,married,primary,no,yes,no,telephone,107,1,1,other,0
26,married,secondary,no,yes,no,unknown,48,2,0,unknown,0
30,single,tertiary,no,yes,no,unknown,447,4,0,unknown,0
42,married,secondary,no,yes,no,cellular,430,2,0,unknown,0
42,single,tertiary,no,no,no,cellular,64,2,0,unknown,0
31,single,secondary,no,yes,no,unknown,217,5,0,unknown,0
37,single,tertiary,no,yes,no,cellular,77,1,0,unknown,0
26,married,secondary,no,yes,no,unknown,16,11,0,unknown,0
54,married,unknown,no,no,no,cellular,753,2,0,unknown,0
70,married,secondary,no,no,no,cellular,125,2,1,failure,0
29,single,secondary,no,yes,yes,unknown,1210,1,0,unknown,0
50,married,secondary,no,yes,no,cellular,185,1,0,unknown,0
60,divorced,secondary,no,yes,no,cellular,80,1,0,unknown,0
32,single,secondary,no,no,no,cellular,156,2,0,unknown,0
32,married,secondary,no,no,yes,cellular,403,3,0,unknown,0
34,single,tertiary,no,yes,no,cellular,145,2,0,unknown,0
48,single,primary,no,yes,no,cellular,17,7,0,unknown,0
25,married,tertiary,no,yes,no,cellular,160,1,0,unknown,0
32,married,secondary,no,yes,yes,cellular,486,2,2,failure,0
32,married,primary,no,yes,no,cellular,321,1,0,unknown,0
47,divorced,secondary,no,yes,no,unknown,203,4,0,unknown,0
32,married,unknown,no,no,no,cellular,646,3,2,success,0
49,single,tertiary,no,yes,no,cellular,97,3,0,unknown,1
53,married,secondary,no,yes,yes,cellular,144,2,0,unknown,0
41,single,unknown,no,no,no,unknown,30,6,0,unknown,0
47,divorced,tertiary,no,no,yes,cellular,82,2,0,unknown,0
35,married,primary,no,yes,no,unknown,326,4,0,unknown,0
33,single,secondary,no,no,no,cellular,414,3,0,unknown,0
49,married,primary,no,yes,no,cellular,285,5,0,unknown,0
46,divorced,tertiary,no,no,no,cellular,716,3,0,unknown,1
29,divorced,tertiary,no,yes,yes,unknown,449,4,0,unknown,0
58,married,primary,no,yes,no,unknown,16,3,0,unknown,0
40,single,secondary,no,yes,no,unknown,65,1,0,unknown,0
34,married,tertiary,no,yes,no,cellular,138,1,0,unknown,0
60,married,primary,no,no,no,cellular,121,3,0,unknown,0
43,married,tertiary,no,no,no,cellular,140,2,0,unknown,0
50,married,primary,no,yes,no,cellular,256,6,0,unknown,0
33,married,secondary,no,yes,no,cellular,61,4,0,unknown,0
37,married,primary,no,yes,no,cellular,367,2,0,unknown,0
55,married,secondary,no,yes,no,telephone,9,5,12,other,0
45,single,primary,yes,no,yes,cellular,395,4,0,unknown,0
47,married,primary,no,no,yes,cellular,125,2,0,unknown,0
58,married,secondary,no,no,no,unknown,580,3,0,unknown,0
36,married,secondary,no,yes,no,cellular,15,1,1,failure,0
