"account_length","international_plan","voice_mail_plan","number_vmail_messages","total_day_minutes","total_day_calls","total_night_minutes","total_night_calls","total_intl_minutes","total_intl_calls","total_intl_charge","number_customer_service_calls","churn"
134,"no","no",0,244.1,99,200,133,7.2,2,1.94,0,"no"
107,"no","yes",26,161.6,123,254.4,103,13.7,3,3.7,1,"no"
103,"no","no",0,147.3,81,193.8,103,11,3,2.97,2,"no"
32,"no","yes",31,232.8,97,206.8,111,13,2,3.51,0,"no"
89,"no","yes",25,215.1,140,162.1,117,10.6,10,2.86,1,"no"
172,"no","yes",47,274.9,102,245,123,8.8,2,2.38,1,"no"
114,"no","yes",19,154.6,100,160,112,12.6,1,3.4,3,"no"
33,"no","yes",16,125.1,56,235.4,109,12.1,2,3.27,0,"no"
107,"no","yes",26,234,116,246.5,105,13.8,1,3.73,1,"no"
121,"no","no",0,180,116,280.3,95,10.1,5,2.73,2,"no"
95,"no","no",0,198.4,113,325.6,99,10.1,3,2.73,0,"no"
180,"no","yes",33,231.8,78,206.9,121,7.6,4,2.05,1,"no"
139,"no","yes",20,214.6,101,162.8,132,14.8,12,4,0,"no"
26,"no","no",0,150,63,202.3,99,9.2,5,2.48,3,"no"
102,"no","no",0,157.4,83,160.4,92,11.4,5,3.08,0,"no"
113,"yes","no",0,122.2,112,169.5,106,10.3,9,2.78,5,"yes"
147,"no","yes",35,110.8,123,212.9,77,8.9,4,2.4,2,"no"
66,"no","no",0,146.4,107,230.1,106,7.8,2,2.11,1,"no"
160,"no","yes",37,179.8,104,209.1,89,11.1,8,3,3,"no"
122,"no","no",0,158.2,95,154.3,76,8.5,5,2.3,2,"no"
127,"no","yes",28,235.6,124,241.2,127,7.7,2,2.08,1,"no"
81,"no","no",0,145.6,59,181.7,121,9.2,4,2.48,2,"no"
120,"no","no",0,180.8,93,192.3,66,10.5,7,2.84,2,"no"
128,"yes","yes",18,222.1,89,218.8,102,13.6,2,3.67,0,"yes"
57,"no","yes",25,144,81,158.6,122,8.5,6,2.3,3,"no"
124,"no","no",0,156.9,74,181,99,8.8,2,2.38,1,"no"
116,"yes","no",0,139.4,102,167.4,101,10.5,4,2.84,1,"no"
61,"no","no",0,45,108,152.9,94,9.8,6,2.65,2,"no"
138,"no","no",0,157.5,96,138.2,84,10.7,6,2.89,2,"no"
95,"no","yes",36,283.1,112,261.7,129,11.3,3,3.05,3,"no"
106,"no","no",0,94.8,113,219.3,106,6.8,4,1.84,1,"no"
63,"no","no",0,83,64,245.7,89,13,3,3.51,0,"no"
81,"no","no",0,153.5,99,198.5,86,6.3,2,1.7,2,"no"
147,"yes","yes",24,219.9,118,352.5,111,8.1,4,2.19,3,"no"
142,"no","yes",34,219.5,85,258.2,84,7,3,1.89,1,"no"
97,"no","no",0,100.8,74,208.7,79,12.6,3,3.4,2,"no"
91,"no","yes",37,162.3,107,277.4,94,9.2,4,2.48,0,"no"
87,"no","no",0,205.2,106,189.5,75,13.4,3,3.62,1,"no"
32,"no","no",0,103.6,78,186.9,70,11,4,2.97,2,"no"
108,"no","yes",19,312.4,98,162.6,91,10.1,6,2.73,0,"no"
99,"no","yes",42,216,125,215.5,100,9.3,4,2.51,2,"yes"
41,"no","no",0,237.8,92,217.4,90,10.2,6,2.75,2,"no"
159,"no","no",0,180.1,103,251.2,109,13.4,5,3.62,0,"no"
110,"no","no",0,281.2,78,188.4,92,8.5,4,2.3,0,"yes"
128,"no","yes",34,142.3,73,239.3,81,16,6,4.32,1,"no"
13,"no","yes",31,265.3,94,259.3,117,12.9,1,3.48,1,"no"
81,"no","yes",36,164.8,106,173.6,78,4.3,2,1.16,2,"no"
215,"no","no",0,83.6,148,226.6,110,10.7,9,2.89,0,"no"
48,"no","no",0,149.2,146,197.9,109,8.3,2,2.24,3,"no"
128,"no","no",0,147.7,94,188.3,124,6.9,5,1.86,2,"no"
21,"no","no",0,92.6,95,285,78,11.3,3,3.05,5,"yes"
182,"no","no",0,176.1,90,234.7,134,9.7,4,2.62,1,"no"
73,"no","no",0,94.9,121,175.1,86,14.2,2,3.83,2,"no"
150,"no","yes",35,139.6,72,213.8,105,8.8,2,2.38,2,"no"
57,"no","yes",23,208.7,57,108.8,117,9.1,5,2.46,1,"no"
45,"yes","no",0,189.6,96,222,102,13.9,7,3.75,1,"yes"
77,"no","no",0,134.5,119,250.7,112,9.3,5,2.51,0,"no"
183,"no","yes",31,171.2,104,196.5,85,10.2,4,2.75,1,"no"
149,"no","yes",20,147.8,132,149.9,110,10.2,6,2.75,0,"no"
89,"no","no",0,197.1,110,227.3,106,12.8,3,3.46,1,"no"
65,"no","no",0,105.7,95,180.5,105,6.6,12,1.78,2,"no"
13,"no","no",0,167.4,117,215.8,108,9,3,2.43,1,"no"
148,"no","no",0,86.3,134,251.6,91,11.3,4,3.05,1,"no"
100,"no","no",0,210.9,85,127.1,78,9.4,5,2.54,4,"no"
94,"no","no",0,190.6,108,144.7,97,7.5,5,2.03,1,"no"
121,"no","no",0,207.9,98,109.6,114,7.7,2,2.08,2,"no"
82,"no","yes",29,207.2,111,169.3,92,9.5,5,2.57,2,"no"
56,"no","no",0,253.2,95,142,133,4.4,4,1.19,1,"no"
74,"no","no",0,225.2,93,241.8,95,9.1,2,2.46,2,"no"
165,"no","no",0,242.9,126,228.4,126,0,0,0,1,"no"
29,"no","no",0,313.2,103,218.4,106,12.8,4,3.46,2,"yes"
93,"no","no",0,271.6,71,77.3,121,10.9,3,2.94,2,"no"
112,"no","no",0,135.7,34,209.3,115,12.2,8,3.29,1,"no"
70,"no","no",0,197.3,91,171,105,6.7,6,1.81,1,"no"
185,"no","yes",19,157.3,123,190.4,107,9.6,6,2.59,0,"no"
82,"no","no",0,154,107,287.6,95,10.1,7,2.73,1,"no"
55,"yes","no",0,106.1,77,96.4,92,12.9,3,3.48,0,"no"
79,"no","no",0,121.3,112,123.1,83,7.4,4,2,1,"no"
151,"no","no",0,156.4,108,195.7,141,7.7,6,2.08,4,"no"
82,"no","no",0,120.5,107,258,121,10.5,5,2.84,0,"no"
72,"no","no",0,180,109,194.9,114,10.8,4,2.92,0,"no"
65,"no","no",0,193.8,113,208.9,94,12.6,3,3.4,3,"no"
53,"no","no",0,205.1,86,149.5,142,10.7,2,2.89,3,"no"
80,"no","yes",34,243.4,96,217.8,95,12.2,3,3.29,1,"no"
113,"no","no",0,198.6,115,245.8,104,10.2,6,2.75,1,"yes"
133,"no","no",0,176.8,92,196.8,88,6.5,3,1.76,2,"no"
107,"no","no",0,230.4,65,107.3,88,8.5,3,2.3,1,"no"
51,"no","no",0,197.8,60,168.6,134,8.9,5,2.4,1,"no"
124,"no","no",0,191.3,134,182.3,111,10,3,2.7,1,"no"
113,"no","no",0,128.7,100,178.1,135,9.2,4,2.48,2,"yes"
74,"no","no",0,159.4,86,172.4,99,8.5,2,2.3,1,"no"
123,"no","no",0,132.2,122,150.1,123,12.9,11,3.48,3,"yes"
27,"no","no",0,226.3,95,242.7,119,8.2,3,2.21,2,"yes"
140,"no","no",0,112.8,89,249.6,85,16.3,6,4.4,0,"no"
108,"no","yes",48,185.6,125,284.7,87,6.9,3,1.86,1,"no"
51,"no","yes",32,206.1,134,332.2,90,10.2,2,2.75,3,"no"
147,"no","no",0,205.3,95,240.6,84,7.8,4,2.11,1,"no"
72,"no","no",0,179.9,113,168.2,79,9.8,7,2.65,2,"no"
91,"no","no",0,251.5,57,163.2,72,6.6,3,1.78,1,"no"
101,"no","no",0,118.6,89,53.3,61,11.5,5,3.11,1,"no"
51,"no","no",0,229.7,129,192.8,128,9.6,1,2.59,1,"yes"
83,"no","no",0,195.2,101,270,91,11.4,3,3.08,0,"no"
122,"no","no",0,119.3,93,211.9,122,8.7,4,2.35,2,"no"
66,"no","no",0,118,133,214.4,122,5.3,5,1.43,1,"no"
155,"no","yes",30,61.6,103,225.9,96,12.4,5,3.35,1,"no"
113,"no","yes",30,208.9,87,198.2,77,14.9,5,4.02,2,"no"
39,"no","no",0,157.2,81,215.7,141,9.9,9,2.67,1,"no"
115,"no","yes",26,170.5,107,225.7,71,13.6,5,3.67,6,"no"
149,"no","yes",25,185.6,109,171.6,100,10.7,3,2.89,1,"yes"
95,"no","no",0,183.4,98,105.2,113,8.2,8,2.21,1,"no"
119,"no","no",0,37.4,102,191.9,100,8.3,5,2.24,2,"no"
100,"no","no",0,160.3,138,150.4,120,11.2,2,3.02,0,"no"
147,"no","no",0,155.1,117,208.8,133,10.6,4,2.86,0,"no"
113,"no","yes",20,157.8,83,271.5,100,8.7,2,2.35,5,"yes"
134,"no","no",0,202.7,105,253.9,108,12.1,7,3.27,0,"no"
52,"no","yes",21,195.7,119,157.4,94,5.3,3,1.43,2,"no"
57,"yes","no",0,115,65,245,75,6.4,1,1.73,0,"yes"
103,"no","no",0,147.8,71,260.8,95,6.9,3,1.86,1,"no"
138,"no","no",0,87.6,112,214.6,104,9.8,10,2.65,2,"no"
160,"no","yes",29,164.6,121,123.8,131,15.2,4,4.1,1,"no"
90,"no","no",0,179.1,71,127.7,91,10.6,7,2.86,3,"no"
138,"no","no",0,217.2,73,133.5,97,5.2,3,1.4,4,"no"
74,"no","no",0,165.3,120,208.5,102,9.8,3,2.65,1,"no"
110,"yes","yes",27,267.9,103,178.1,106,8.3,2,2.24,1,"yes"
72,"no","no",0,253,73,210.8,89,9.8,4,2.65,0,"no"
92,"no","no",0,154,122,288,117,5.6,2,1.51,3,"yes"
106,"no","no",0,158.7,74,198.5,103,10.2,4,2.75,1,"no"
36,"no","yes",29,281.4,102,187.2,113,9,6,2.43,2,"no"
140,"no","no",0,162.6,98,141.6,66,8.2,2,2.21,1,"no"
61,"no","yes",33,270.7,53,201.7,102,10.9,3,2.94,3,"no"
91,"no","no",0,149,115,260,94,8.3,3,2.24,0,"no"
111,"no","no",0,187.8,107,175.9,88,10.5,7,2.84,0,"no"
115,"no","no",0,275.5,76,327.3,87,4.8,2,1.3,3,"yes"
110,"no","no",0,178.4,110,228.1,99,6.5,4,1.76,1,"no"
1,"no","no",0,123.8,113,73.2,81,3.7,2,1,0,"no"
87,"no","no",0,223.2,109,289.3,83,14.5,4,3.92,3,"no"
105,"no","yes",29,179.4,113,246.1,105,10,5,2.7,0,"no"
110,"no","no",0,220.9,100,239.8,107,13.5,9,3.65,1,"yes"
89,"no","no",0,159.4,126,141.6,121,11.1,4,3,1,"no"
120,"no","no",0,98.2,99,146.7,96,9.3,4,2.51,2,"no"
112,"no","yes",16,221.6,110,200,108,11.3,3,3.05,1,"no"
67,"yes","no",0,120.9,58,95.1,130,11.4,11,3.08,2,"no"
115,"no","no",0,147.9,109,299.7,90,9.6,9,2.59,3,"no"
64,"no","yes",37,154.6,92,165.9,99,13.3,3,3.59,1,"no"
96,"no","no",0,173.9,111,204.8,91,9.1,7,2.46,1,"no"
26,"no","no",0,290.1,143,147,80,7.4,4,2,2,"yes"
122,"no","yes",33,270.8,96,169.9,104,11.8,8,3.19,4,"no"
107,"no","no",0,90.7,90,169.4,96,5.6,5,1.51,2,"no"
109,"no","no",0,175.6,80,198.4,103,10.2,6,2.75,1,"no"
110,"no","no",0,242.5,110,184.1,86,7.8,3,2.11,4,"no"
92,"no","no",0,196.5,82,163.2,99,10.8,2,2.92,2,"no"
90,"no","no",0,214.9,97,133.7,78,11.8,2,3.19,2,"no"
125,"no","no",0,143.2,80,233.2,135,8.8,7,2.38,4,"yes"
114,"yes","no",0,200.7,72,188.2,97,13.4,7,3.62,2,"yes"
148,"no","no",0,185.2,87,165.1,104,9.5,13,2.57,1,"no"
58,"no","no",0,247.2,116,105.4,94,9.3,2,2.51,2,"yes"
120,"no","no",0,147.7,101,237,115,11.1,5,3,0,"no"
102,"no","yes",48,134,83,197.3,107,7.8,4,2.11,6,"yes"
52,"no","no",0,165.5,78,213.6,124,12.2,6,3.29,0,"no"
79,"no","no",0,161.6,94,220.8,71,10.3,7,2.78,2,"no"
47,"no","yes",28,172.9,109,203.8,109,8.3,6,2.24,1,"no"
132,"no","no",0,164,112,155.5,122,10.2,4,2.75,1,"no"
120,"no","yes",29,244.3,140,166.8,83,10.6,6,2.86,0,"no"
78,"no","no",0,89.1,124,249.2,88,6.9,5,1.86,0,"no"
85,"no","no",0,102,95,148.2,105,10.7,3,2.89,1,"no"
94,"no","no",0,200.2,113,278.9,109,10.4,5,2.81,0,"no"
103,"yes","no",0,255.9,128,308.9,130,12.1,2,3.27,1,"yes"
38,"no","no",0,175.7,109,137.9,109,9.2,3,2.48,5,"yes"
42,"no","no",0,160.2,103,255.7,87,12.9,3,3.48,1,"no"
131,"no","no",0,264.2,118,223.9,104,10.7,1,2.89,2,"no"
97,"no","no",0,211,76,123,102,4.7,4,1.27,3,"no"
129,"no","no",0,220.2,117,165.9,132,10.8,1,2.92,2,"no"
171,"no","no",0,221.5,103,134.6,115,11.6,4,3.13,1,"no"
64,"no","no",0,216.9,78,179.8,116,11.4,5,3.08,3,"no"
137,"no","yes",50,186.5,94,215.6,100,12.1,4,3.27,2,"no"
106,"no","no",0,119.2,142,197.9,61,8.4,9,2.27,2,"no"
120,"no","yes",27,179.6,142,239.9,81,11.1,2,3,1,"no"
81,"no","no",0,261.4,141,271.8,96,8,6,2.16,1,"yes"
127,"yes","no",0,242.2,102,252,96,13.9,5,3.75,2,"yes"
54,"yes","no",0,214.1,77,188.9,75,10.1,3,2.73,1,"no"
173,"no","no",0,82.1,75,206.7,146,9.6,2,2.59,1,"no"
187,"no","yes",25,199.9,64,210.4,78,11.7,6,3.16,3,"no"
119,"no","no",0,98.8,97,190.7,105,10,4,2.7,3,"no"
131,"no","no",0,131.6,95,251.2,129,15.5,3,4.19,1,"yes"
25,"no","no",0,144.1,111,132.9,110,13.6,3,3.67,4,"yes"
74,"yes","no",0,125.8,103,207.4,143,14.1,4,3.81,1,"yes"
90,"no","no",0,235,77,222.1,119,5.3,4,1.43,3,"yes"
176,"no","no",0,250.9,108,148.6,85,9.6,6,2.59,2,"no"
65,"no","no",0,180.3,84,280.1,62,12.1,1,3.27,3,"no"
80,"no","no",0,106.5,116,183.2,124,8.2,5,2.21,1,"no"
120,"no","yes",39,200.3,68,253.8,116,10.5,4,2.84,0,"no"
192,"no","yes",36,156.2,77,279.1,83,9.9,6,2.67,2,"no"
108,"yes","no",0,86.1,97,225.8,102,9.1,3,2.46,3,"no"
1,"no","no",0,144.8,107,218.7,79,13.8,3,3.73,1,"no"
129,"no","yes",32,211,99,234.8,96,11.4,5,3.08,1,"no"
51,"no","no",0,95.3,103,238.7,110,13.6,4,3.67,1,"no"
55,"no","yes",28,105.3,82,187.5,91,8.6,6,2.32,2,"no"
31,"no","yes",28,171.8,116,245.5,80,10.6,7,2.86,1,"no"
88,"no","no",0,73.3,86,239.6,76,8.2,3,2.21,4,"yes"
135,"no","no",0,155.2,100,184.6,82,3.8,9,1.03,3,"no"
77,"no","no",0,208.8,117,171.5,105,13.4,3,3.62,0,"no"
141,"no","no",0,301.4,87,148.6,95,14.4,5,3.89,0,"yes"
81,"yes","no",0,227.4,105,258.2,113,11.9,3,3.21,0,"no"
134,"no","no",0,107,146,149.8,108,7.2,3,1.94,2,"no"
82,"no","yes",29,163.8,77,79.3,95,8.8,2,2.38,2,"no"
68,"no","no",0,219.6,97,205.7,101,10.8,4,2.92,2,"no"
151,"no","no",0,134.5,88,223.9,61,15.4,1,4.16,1,"no"
189,"no","yes",30,155.2,116,170.1,108,15.4,6,4.16,1,"no"
94,"no","no",0,252.6,104,170.9,106,11.1,7,3,2,"no"
152,"no","yes",26,214.8,82,206.7,97,7.6,11,2.05,1,"no"
104,"no","no",0,97.2,88,261.6,105,12.4,5,3.35,0,"no"
122,"no","no",0,234.1,101,237.4,89,13.1,9,3.54,2,"no"
64,"no","no",0,131.3,105,246.2,125,12.7,4,3.43,4,"yes"
132,"no","no",0,240.1,115,133.4,122,8,6,2.16,3,"no"
100,"no","no",0,247.8,117,134.3,125,6.9,2,1.86,1,"no"
55,"no","no",0,285.7,124,230.7,140,14.8,7,4,0,"yes"
101,"no","no",0,131,148,281.3,111,12.6,4,3.4,3,"no"
123,"no","no",0,114.8,94,268.6,119,9.6,4,2.59,2,"no"
131,"no","no",0,166.5,129,257.2,93,9.9,5,2.67,1,"no"
156,"no","no",0,178.8,94,169.2,77,7.5,3,2.03,1,"no"
142,"no","yes",20,214.3,126,189.7,116,10.6,4,2.86,4,"no"
2,"yes","no",0,132.1,42,192.6,119,9.1,1,2.46,2,"yes"
142,"no","yes",24,239.8,103,256.7,106,9.5,4,2.57,0,"no"
87,"no","no",0,186.9,79,143.1,90,4.2,14,1.13,1,"no"
70,"no","yes",24,249.5,101,222.7,68,9.8,4,2.65,1,"no"
43,"no","no",0,230.2,147,128.4,100,9.2,3,2.48,0,"no"
116,"no","no",0,192.1,98,130.2,94,7.9,2,2.13,3,"no"
232,"no","no",0,248.2,128,147.1,117,10,6,2.7,2,"no"
128,"no","no",0,237.9,125,208.9,68,13.9,4,3.75,1,"yes"
121,"no","yes",44,116,85,246.8,98,12,2,3.24,1,"no"
55,"no","no",0,245.5,130,141.7,83,9.1,4,2.46,1,"no"
73,"no","no",0,254.8,85,153.9,102,15,7,4.05,2,"no"
42,"no","no",0,155.1,110,237.4,115,11.3,2,3.05,3,"no"
159,"yes","no",0,257.1,53,183,82,8.8,6,2.38,1,"yes"
100,"no","yes",32,125.2,123,192,106,12.6,9,3.4,3,"no"
137,"no","no",0,144,90,128.1,93,12.3,2,3.32,0,"no"
147,"no","no",0,130.6,83,204.6,72,15.6,3,4.21,3,"no"
115,"yes","yes",6,140.1,125,249.4,96,10.1,3,2.73,1,"no"
40,"no","no",0,169.7,115,253,115,10.5,3,2.84,4,"yes"
117,"no","yes",31,104.9,115,263.4,104,7.7,6,2.08,3,"no"
116,"no","yes",12,221,108,179,80,9,6,2.43,2,"no"
179,"no","no",0,287.3,123,266,112,10.5,4,2.84,0,"yes"
139,"no","no",0,196,135,153,92,9.8,1,2.65,3,"no"
45,"no","no",0,207.6,71,217.8,125,12.4,13,3.35,1,"no"
45,"no","yes",32,235,85,147.1,88,7.7,3,2.08,2,"no"
34,"no","no",0,210.4,75,230.5,129,12.5,2,3.38,1,"no"
67,"no","no",0,171.7,80,195.4,111,11.9,4,3.21,2,"no"
91,"no","no",0,34.5,85,256.3,71,7.9,7,2.13,0,"no"
129,"no","no",0,186,127,98.9,63,11.5,6,3.11,4,"no"
158,"no","no",0,155.9,123,221,116,8.6,8,2.32,2,"no"
137,"no","no",0,155.5,81,253.1,77,9.1,2,2.46,1,"no"
93,"yes","no",0,216.9,61,221.7,110,17.5,5,4.73,1,"yes"
63,"no","no",0,211.7,107,203.3,108,7.4,7,2,0,"no"
201,"no","no",0,159.9,61,290.2,99,13.4,4,3.62,3,"no"
136,"no","no",0,92.4,109,212.6,80,12.9,4,3.48,2,"no"
113,"no","no",0,159.8,143,175.1,86,13.1,7,3.54,2,"no"
85,"no","no",0,211.5,100,164.3,131,13.3,4,3.59,2,"no"
99,"no","no",0,217.2,112,226.1,89,15.8,7,4.27,3,"no"
134,"no","no",0,242.4,126,318.3,115,11.8,6,3.19,1,"no"
81,"no","no",0,198.4,93,193.3,71,10.4,6,2.81,2,"no"
95,"no","no",0,69.4,79,219.9,102,8.9,5,2.4,0,"no"
84,"no","no",0,214.9,72,153.1,79,11.9,2,3.21,2,"no"
96,"no","no",0,102.1,74,236.2,125,14,2,3.78,1,"no"
100,"no","yes",38,224.7,121,290,61,9.8,6,2.65,0,"no"
101,"no","no",0,154.4,130,185.4,52,13.9,4,3.75,1,"no"
59,"no","no",0,155.2,79,169.4,80,8.7,4,2.35,1,"no"
79,"no","no",0,222.3,99,275.6,82,8.9,4,2.4,3,"no"
60,"no","no",0,135.4,134,204,103,7.9,4,2.13,1,"no"
152,"no","no",0,284.6,113,127.4,78,12.6,5,3.4,0,"no"
93,"no","yes",42,152.3,90,266.9,130,11.3,5,3.05,7,"no"
164,"no","no",0,123.3,78,165.9,78,12.7,2,3.43,1,"no"
88,"no","no",0,141.7,102,100.1,93,11.9,8,3.21,0,"no"
73,"no","yes",6,237.6,105,188.3,107,6.8,11,1.84,4,"no"
54,"no","no",0,255.4,122,152.6,72,11.1,6,3,0,"no"
88,"no","no",0,55.6,65,176.3,134,11.3,4,3.05,0,"no"
68,"no","no",0,222.1,107,162.4,107,9.4,3,2.54,2,"no"
95,"yes","no",0,165.5,84,198.9,89,11.5,2,3.11,1,"yes"
133,"no","no",0,201.7,85,286.3,80,6,4,1.62,0,"no"
169,"no","no",0,266.7,105,287.7,111,13.8,3,3.73,3,"yes"
42,"no","no",0,217.2,122,147.3,114,14,4,3.78,2,"no"
97,"no","no",0,197.8,122,106.3,115,15.1,4,4.08,1,"no"
85,"no","yes",21,219.3,132,267.6,95,15.7,2,4.24,2,"no"
123,"no","no",0,194,118,146.3,108,12.1,4,3.27,1,"no"
80,"no","no",0,135.1,92,147.1,74,14.7,5,3.97,3,"no"
140,"no","no",0,129.6,79,172.1,124,9.4,10,2.54,3,"no"
129,"no","no",0,139.5,119,129.4,97,13.1,8,3.54,0,"no"
93,"no","no",0,267.9,114,262.7,90,11.3,3,3.05,3,"yes"
103,"no","no",0,263.4,118,214.7,112,10.3,2,2.78,0,"no"
159,"no","no",0,275.8,103,223.9,93,7.4,5,2,2,"yes"
40,"no","no",0,115.7,105,107.5,91,9.3,6,2.51,1,"no"
116,"no","no",0,152.4,101,143,96,11.1,9,3,0,"no"
68,"yes","no",0,197.7,99,254.6,80,19.2,4,5.18,3,"yes"
38,"no","no",0,149,92,163.3,93,13.9,11,3.75,0,"no"
103,"no","no",0,158.7,90,181.1,76,10.5,4,2.84,1,"no"
129,"yes","no",0,192.9,131,205.2,130,10.9,4,2.94,1,"no"
82,"no","no",0,191.9,95,202.6,113,8.2,5,2.21,0,"no"
16,"no","no",0,229.6,78,166.2,91,10.8,2,2.92,0,"yes"
55,"yes","no",0,191.9,91,203.7,101,14.3,6,3.86,1,"yes"
103,"no","no",0,190.9,62,230.1,96,7.8,3,2.11,2,"no"
5,"no","no",0,198.7,108,216.8,95,9.5,3,2.57,2,"no"
121,"no","no",0,134.1,112,159.6,139,10.5,2,2.84,2,"no"
88,"no","no",0,301.5,136,132.9,118,13.4,2,3.62,4,"yes"
201,"no","yes",21,192,97,116.1,125,15.1,3,4.08,1,"no"
106,"no","no",0,52.2,106,112.3,95,11.4,2,3.08,2,"no"
121,"no","no",0,217.3,79,166.5,69,11.5,7,3.11,1,"no"
174,"no","no",0,239.2,72,105.6,116,8.8,3,2.38,1,"no"
141,"no","no",0,126.9,98,140.8,128,8,2,2.16,1,"no"
12,"no","no",0,249.6,118,280.2,90,11.8,3,3.19,1,"yes"
115,"no","no",0,99.7,107,149.4,99,14.1,4,3.81,2,"no"
28,"no","no",0,121.7,48,261.6,122,8.3,2,2.24,6,"yes"
94,"yes","no",0,235.6,131,170.6,93,8.6,4,2.32,1,"no"
132,"no","no",0,176.7,132,176.3,120,9.1,4,2.46,2,"no"
107,"no","no",0,146.9,94,114.5,97,11.4,5,3.08,3,"no"
161,"no","no",0,252.3,120,284.4,96,9.2,2,2.48,1,"yes"
49,"no","no",0,172,142,177.3,86,7.4,1,2,0,"no"
107,"no","no",0,228.2,90,183.1,79,10.5,4,2.84,4,"no"
108,"no","yes",25,170.7,88,165.7,99,8.7,1,2.35,3,"no"
194,"no","yes",42,203.7,109,318,81,10.8,16,2.92,3,"no"
93,"no","no",0,266,120,165.8,63,13.1,6,3.54,3,"no"
78,"no","no",0,140.7,77,252.9,107,11.7,5,3.16,0,"no"
148,"no","no",0,202,102,261.3,90,10.9,3,2.94,1,"no"
9,"no","yes",16,88.5,87,228.7,96,11.5,3,3.11,2,"no"
87,"no","no",0,238,97,282.5,132,10.6,6,2.86,2,"no"
145,"no","no",0,229.6,82,250.8,109,3.3,3,0.89,1,"no"
51,"no","no",0,183.1,99,311.8,121,7,3,1.89,1,"no"
99,"no","no",0,145.6,102,181.5,86,11.4,7,3.08,1,"no"
167,"no","no",0,166.4,85,229.2,95,9.9,5,2.67,1,"no"
69,"no","yes",27,188.4,104,161.7,120,9.7,7,2.62,1,"no"
163,"no","no",0,122.4,129,180.2,97,12.5,7,3.38,1,"no"
64,"no","no",0,219.2,73,161.4,119,10,5,2.7,1,"no"
122,"yes","no",0,146.3,117,236,97,11.5,5,3.11,1,"no"
73,"no","no",0,254.7,80,153.4,60,10.6,8,2.86,0,"no"
24,"no","no",0,235.6,132,185.4,136,16.2,2,4.37,0,"no"
131,"no","no",0,201.1,141,217.4,132,11.5,4,3.11,1,"no"
118,"yes","no",0,160,123,184.8,99,9.9,3,2.67,2,"no"
108,"no","no",0,199.3,104,140.1,57,15.2,2,4.1,0,"no"
146,"yes","no",0,204.4,135,222.7,114,10.5,6,2.84,3,"no"
59,"no","yes",28,120.9,97,163.1,116,8.5,5,2.3,2,"no"
105,"no","no",0,160.3,86,163.3,109,12.7,3,3.43,2,"no"
43,"no","yes",26,141.5,94,172.4,100,12.9,1,3.48,3,"no"
76,"no","yes",26,214.6,110,134.6,140,8.1,2,2.19,1,"no"
72,"no","no",0,109.1,97,295.8,84,8.3,6,2.24,0,"no"
69,"no","no",0,194.2,122,215.8,80,9.7,3,2.62,2,"no"
46,"no","no",0,90.4,108,146.5,111,12.7,2,3.43,1,"no"
171,"no","no",0,189.8,122,257.1,84,10.3,1,2.78,0,"no"
177,"no","no",0,232.8,106,212.2,77,12.5,7,3.38,2,"no"
79,"no","no",0,41.9,124,237.9,55,11.4,5,3.08,1,"no"
116,"yes","no",0,232.2,98,151.3,69,10.6,1,2.86,7,"yes"
82,"no","yes",34,232.6,121,286.7,77,4.7,3,1.27,3,"no"
53,"yes","no",0,145,80,169.4,109,8.9,5,2.4,0,"no"
69,"no","no",0,209.6,94,239.9,90,12.4,4,3.35,0,"no"
212,"no","no",0,226,127,181.2,132,12.6,4,3.4,2,"yes"
94,"yes","yes",39,115.5,90,197.7,110,7,3,1.89,0,"no"
49,"no","no",0,202.3,105,190.1,88,9,2,2.43,3,"yes"
51,"no","yes",0,212.9,80,187.6,99,8.8,4,2.38,2,"no"
127,"no","yes",22,166,114,244.9,68,10.2,6,2.75,1,"no"
183,"no","no",0,190,100,304.2,107,9.5,4,2.57,1,"no"
63,"no","no",0,180.5,126,232.5,73,10.6,3,2.86,0,"no"
9,"no","yes",39,214.1,108,189.7,117,10.1,3,2.73,1,"no"
66,"no","no",0,170.5,103,197.3,138,10.5,2,2.84,2,"no"
86,"no","no",0,171.8,106,139.4,108,9.7,5,2.62,1,"no"
93,"no","no",0,174.1,127,240,111,10.7,3,2.89,0,"no"
160,"no","no",0,176.2,90,263.9,95,9.2,4,2.48,1,"no"
197,"no","no",0,154.8,111,227.3,86,10.6,2,2.86,3,"no"
116,"no","no",0,217.3,91,148.1,76,11.3,3,3.05,2,"no"
65,"no","no",0,136.1,112,220.2,104,4.4,2,1.19,1,"no"
130,"no","no",0,138.7,68,231.2,108,13.6,3,3.67,2,"no"
103,"no","no",0,267,97,246.9,67,11.3,7,3.05,1,"yes"
116,"yes","no",0,191.7,97,103.9,96,4.9,4,1.32,2,"no"
27,"no","yes",32,190.3,97,133.8,117,8.4,3,2.27,2,"no"
58,"no","yes",39,211.9,40,210.5,139,5.4,4,1.46,1,"no"
119,"no","no",0,197.2,111,209.8,84,4.2,2,1.13,1,"no"
157,"no","yes",29,219.2,102,192.4,117,15,5,4.05,1,"no"
98,"no","no",0,162.5,81,157.2,97,9.7,1,2.62,2,"no"
178,"no","no",0,225.4,104,134.1,109,15.3,5,4.13,2,"yes"
85,"no","no",0,116.9,75,307.4,119,10,8,2.7,2,"no"
29,"no","no",0,182.1,92,206.4,128,7.2,2,1.94,2,"no"
